Date,Meal,Brand,Flavor,Type,Initial Temperature,Microwaved,Added Water,Immediate % Eaten,Total % Eaten,Notes
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
,,,,,,FALSE,FALSE,,,
